Id. del pedido;Fecha del pedido;Fecha de envío;Forma de envío;Id. del cliente;Nombre del cliente;Segmento;Ciudad;Estado;País;Región;Id. del producto;Categoría;Subcategoría;Nombre del producto;Total;Cantidad;Descuento;Ganancia
MX-2019-104941;26/9/2019;30/9/2019;Rápido;MR-18550;Mateo Rodríguez;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AR-10002445;Material de oficina;Arte;Boston Lienzos, Tamaños variados;1515.2;4;0;681.6
MX-2019-104941;26/9/2019;30/9/2019;Rápido;MR-18550;Mateo Rodríguez;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-AC-10000079;Tecnología;Accesorios;Memorex Ratón, Negro;1324.4;7;0;78.4
MX-2019-164966;8/9/2019;13/9/2019;Estándar;AT-11560;Adriana Téllez;Pequeña empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-AR-10001289;Material de oficina;Arte;Sanford Rotuladores, Al por mayor;627.2;4;0;281.6
MX-2018-115182;31/8/2018;2/9/2018;Rápido;AB-10885;Ana Borrego;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-SO-10000409;Material de oficina;Sobres;Kraft Sobre de tipo Manila, Rojo;600.6;3;0;288
MX-2017-169187;17/7/2017;19/7/2017;Rápido;KC-17200;Karmele Carbajal;Empresa;Chihuahua;Chihuahua;México;Norte;MAT-PA-10004606;Material de oficina;Papel;Green Bar Papel de tipo pergamino, Multicolor;482.4;4;0;153.6
MX-2019-120208;24/7/2019;29/7/2019;Estándar;CB-12445;Ciro Becerra;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-ME-10001058;Mobiliario;Mesas;Lesro Mesa de café, Blanco;2711.36;2;0.2;711.36
MX-2019-120208;24/7/2019;29/7/2019;Estándar;CB-12445;Ciro Becerra;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10003497;Material de oficina;Sobres;GlobeWeis Sobre de hebilla, Plateado;738;9;0;360
MX-2016-151694;16/10/2016;19/10/2016;Urgente;LP-17740;Laura Prieto;Cliente;Chihuahua;Chihuahua;México;Norte;TEC-CO-10002495;Tecnología;Copiadoras;Sharp Fotocopiadora con fax, Color;3393.9984;3;0.002;1013.1984
MX-2019-158589;10/12/2019;15/12/2019;Estándar;HE-16030;Humberto Espinal;Cliente;Chihuahua;Chihuahua;México;Norte;MOB-ME-10001498;Mobiliario;Mesas;Barricks Mesa de ordenador, Rectangular;12677.6;5;0.2;2217.6
MX-2019-158589;10/12/2019;15/12/2019;Estándar;HE-16030;Humberto Espinal;Cliente;Chihuahua;Chihuahua;México;Norte;MOB-MO-10003411;Mobiliario;Mobiliario;Eldon Marco de foto, Duradero;441.12;2;0.4;-88.48
MX-2019-158589;10/12/2019;15/12/2019;Estándar;HE-16030;Humberto Espinal;Cliente;Chihuahua;Chihuahua;México;Norte;MOB-MO-10004676;Mobiliario;Mobiliario;Rubvermaid Marco, Duradero;1283.04;3;0.4;-834.36
MX-2019-158589;10/12/2019;15/12/2019;Estándar;HE-16030;Humberto Espinal;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-PA-10003283;Material de oficina;Papel;Xerox Agenda, Paquete de 12;490.2;3;0;88.2
MX-2016-150854;1/11/2016;3/11/2016;Urgente;RA-20530;Romero Arévalo;Cliente;Ciudad Delicias;Chihuahua;México;Norte;MAT-AL-10003717;Material de oficina;Almacenamiento;Smead Estanterías, Industrial;1317.6;4;0;92
MX-2016-127670;20/10/2016;24/10/2016;Estándar;IB-16090;Isaac Barajas;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AR-10002708;Material de oficina;Arte;Sanford Sacapuntas, Al por mayor;522;3;0;219
MX-2016-127670;20/10/2016;24/10/2016;Estándar;IB-16090;Isaac Barajas;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10001534;Material de oficina;Carpetas;Wilson Jones Anillas, Económico;181.2;6;0;73.2
MX-2016-156230;24/9/2016;29/9/2016;Estándar;LR-17665;Lope Rodríguez;Empresa;Chihuahua;Chihuahua;México;Norte;MAT-AL-10004624;Material de oficina;Almacenamiento;Smead Archivador móvil, Industrial;859.2;1;0;326.4
MX-2017-136658;4/11/2017;6/11/2017;Urgente;CC-12370;Cándida Celaya;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-SU-10003579;Material de oficina;Suministros;Fiskars Abrecartas, Industrial;394;2;0;66.8
MX-2018-101210;7/12/2018;10/12/2018;Rápido;LA-17395;Leandro Armendáriz;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-GR-10000567;Material de oficina;Grapas;Stockwell Cintas de goma, Paquete de 12;744.8;7;0;350
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-ME-10004060;Mobiliario;Mesas;Bevis Mesa redonda, Montada;8314.56;3;0.2;1454.76
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-SI-10003080;Mobiliario;Sillas;Office Star Estora, Rojo;351.04;1;0.2;-30.76
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10002578;Material de oficina;Carpetas;Cardinal Encuadernadora, Reciclado;668.4;2;0;280.4
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-SI-10001406;Mobiliario;Sillas;SAFCO Mecedora, 2;5120.64;7;0.2;574.84
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10004003;Material de oficina;Carpetas;Acco Perforador, Reciclado;406.4;2;0;44.4
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10003614;Mobiliario;Mobiliario;Rubvermaid Reloj, Negro;200.64;1;0.4;30.04
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10000979;Material de oficina;Carpetas;Avery Carpeta, Reciclado;176.8;2;0;15.6
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10002677;Mobiliario;Mobiliario;Eldon Reloj, Surtido;452.64;2;0.4;-226.56
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-LI-10004561;Mobiliario;Librerías;Sauder Estante de esquina, Convencional;1571.2;2;0.2;98
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10001228;Mobiliario;Mobiliario;Tenex Marco, Premium;434.4;1;0.4;50.6
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10004728;Material de oficina;Almacenamiento;Rogers Archivador móvil, Industrial;4736;5;0;1894
MX-2018-127705;26/9/2018;30/9/2018;Estándar;GI-15370;Gorka Irizarri;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10003544;Material de oficina;Almacenamiento;Rogers Casilleros, Metal;7023;5;0;1264
MX-2017-128363;4/9/2017;6/9/2017;Rápido;GA-15205;Gregorio Acuna;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10004520;Material de oficina;Sobres;Ames Sobre empresarial, Reciclado;89.6;1;0;23.2
MX-2019-114783;31/12/2019;6/1/2020;Estándar;TT-20995;Tatiana Téllez;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10003878;Material de oficina;Almacenamiento;Fellowes Carpetas, Azul;352;2;0;91.2
MX-2019-114783;31/12/2019;6/1/2020;Estándar;TT-20995;Tatiana Téllez;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-ET-10000191;Material de oficina;Etiquetas;Hon Etiquetas para documentos legales, Rojo;71.2;1;0;5.6
MX-2019-118332;24/3/2019;28/3/2019;Estándar;MF-18385;Manuela Flores;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-ME-10003605;Mobiliario;Mesas;Barricks Mesa de madera, Negro;22055.68;8;0.2;6890.88
MX-2019-118332;24/3/2019;28/3/2019;Estándar;MF-18385;Manuela Flores;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-AC-10000748;Tecnología;Accesorios;SanDisk Tarjeta de memoria, Programable;3797;5;0;1746
MX-2019-118332;24/3/2019;28/3/2019;Estándar;MF-18385;Manuela Flores;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10004237;Mobiliario;Mobiliario;Advantus Tope para puertas, Premium;523.8;3;0.4;-218.4
MX-2017-133823;25/5/2017;29/5/2017;Estándar;PA-19900;Patricia Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SU-10001457;Material de oficina;Suministros;Fiskars Recortadora, Industrial;2635.2;9;0;1026
MX-2017-133823;25/5/2017;29/5/2017;Estándar;PA-19900;Patricia Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SU-10003322;Material de oficina;Suministros;Elite Tijeras, Rectangular;384.6;3;0;123
MX-2019-126249;17/11/2019;21/11/2019;Estándar;RC-20440;Reinaldo Córdova;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MOB-ME-10001955;Mobiliario;Mesas;Barricks Mesa de café, Blanco;9718.08;6;0.2;727.68
MX-2019-126249;17/11/2019;21/11/2019;Estándar;RC-20440;Reinaldo Córdova;Empresa;Ciudad Juárez;Chihuahua;México;Norte;TEC-CO-10004297;Tecnología;Copiadoras;HP Fax inalámbrico, Rojo;7153.8636;3;0.002;343.8636
MX-2019-126249;17/11/2019;21/11/2019;Estándar;RC-20440;Reinaldo Córdova;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10004046;Material de oficina;Carpetas;Acco Cubierta de carpeta, Duradero;197.6;2;0;25.6
MX-2019-126249;17/11/2019;21/11/2019;Estándar;RC-20440;Reinaldo Córdova;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10000684;Material de oficina;Almacenamiento;Eldon Carpetas, Metal;535;5;0;203
MX-2019-126249;17/11/2019;21/11/2019;Estándar;RC-20440;Reinaldo Córdova;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-ET-10003414;Material de oficina;Etiquetas;Smead Etiquetas de envío, Duradero;240;3;0;74.4
US-2016-167787;16/9/2016;21/9/2016;Estándar;JA-16705;Jazmín Aguirre;Pequeña empresa;Chihuahua;Chihuahua;México;Norte;MOB-SI-10001417;Mobiliario;Sillas;Office Star Silla de playa, 2;2153.76;7;0.2;-82.04
US-2016-167787;16/9/2016;21/9/2016;Estándar;JA-16705;Jazmín Aguirre;Pequeña empresa;Chihuahua;Chihuahua;México;Norte;MAT-ET-10003795;Material de oficina;Etiquetas;Hon Etiquetas de envío, Blanco;303.2;4;0;20.8
MX-2016-147865;12/4/2016;18/4/2016;Estándar;EG-14050;Elías Guerrero;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-AR-10003773;Material de oficina;Arte;Boston Sacapuntas, Tamaños variados;1071;5;0;0
MX-2016-147865;12/4/2016;18/4/2016;Estándar;EG-14050;Elías Guerrero;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-ET-10002367;Material de oficina;Etiquetas;Harbour Creations Etiquetas redondas, Rojo;131.4;3;0;46.8
MX-2016-120719;6/9/2016;10/9/2016;Estándar;KV-17155;Karim Valdés;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-CA-10001444;Material de oficina;Carpetas;Wilson Jones Separadores, Duradero;318;6;0;69.6
MX-2018-151057;20/6/2018;25/6/2018;Rápido;RC-20440;Reinaldo Córdova;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10002183;Material de oficina;Carpetas;Acco Separadores, Reciclado;119.2;2;0;26
MX-2018-106271;4/10/2018;5/10/2018;Urgente;IM-16435;Isidora Martín;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-SO-10004116;Material de oficina;Sobres;Jiffy Sobre de hebilla, Rojo;241.2;3;0;105.6
MX-2018-106271;4/10/2018;5/10/2018;Urgente;IM-16435;Isidora Martín;Cliente;Chihuahua;Chihuahua;México;Norte;TEC-AC-10002784;Tecnología;Accesorios;Enermax Tarjeta de memoria, Negro;6112;8;0;1833.6
MX-2018-106271;4/10/2018;5/10/2018;Urgente;IM-16435;Isidora Martín;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-CA-10000901;Material de oficina;Carpetas;Acco Carpeta, Económico;404;4;0;120.8
MX-2018-106271;4/10/2018;5/10/2018;Urgente;IM-16435;Isidora Martín;Cliente;Chihuahua;Chihuahua;México;Norte;TEC-AC-10000962;Tecnología;Accesorios;Logitech Teclado, Programable;318.8;1;0;146.6
MX-2019-162355;2/9/2019;6/9/2019;Estándar;OO-19555;Octavio Ocampo;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10004960;Material de oficina;Almacenamiento;Smead Casilleros, Metal;3949.8;3;0;157.8
MX-2019-162355;2/9/2019;6/9/2019;Estándar;OO-19555;Octavio Ocampo;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10001865;Material de oficina;Sobres;Ames Cierre adhesivo, Rojo;148.2;1;0;1.4
MX-2018-102806;1/8/2018;5/8/2018;Estándar;MT-18265;Maira Trejo;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10004242;Material de oficina;Carpetas;Acco Cubierta de carpeta, Transparente;426;5;0;191
MX-2018-102806;1/8/2018;5/8/2018;Estándar;MT-18265;Maira Trejo;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-ET-10001314;Material de oficina;Etiquetas;Harbour Creations Etiquetas para documentos legales, Blanco;438;6;0;165.6
MX-2018-102806;1/8/2018;5/8/2018;Estándar;MT-18265;Maira Trejo;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-GR-10000791;Material de oficina;Grapas;Stockwell Pasadores, Paquete de 12;460;5;0;147
MX-2019-126165;6/9/2019;10/9/2019;Estándar;AC-11680;Alina Casillas;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-AC-10002985;Tecnología;Accesorios;SanDisk Memoria USB, Negro;530;2;0;10.4
MX-2019-126165;6/9/2019;10/9/2019;Estándar;AC-11680;Alina Casillas;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SU-10001560;Material de oficina;Suministros;Stiletto Cúter, Acero;943.2;4;0;443.2
MX-2019-126165;6/9/2019;10/9/2019;Estándar;AC-11680;Alina Casillas;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10004819;Mobiliario;Mobiliario;Rubvermaid Reloj, Premium;780.48;4;0.4;12.48
MX-2016-121300;21/6/2016;21/6/2016;Mismo día;DJ-13510;Domingo Jaime;Empresa;Chihuahua;Chihuahua;México;Norte;MAT-SU-10003926;Material de oficina;Suministros;Fiskars Cizallas, Rectangular;3251.6;11;0;1201.2
MX-2016-121300;21/6/2016;21/6/2016;Mismo día;DJ-13510;Domingo Jaime;Empresa;Chihuahua;Chihuahua;México;Norte;MAT-AR-10004669;Material de oficina;Arte;BIC Rotuladores, Azul;528.6;3;0;205.8
MX-2017-132556;12/9/2017;16/9/2017;Estándar;OP-19630;Olimpia Pedraza;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10004341;Material de oficina;Almacenamiento;Fellowes Estanterías, Tamaño completo;771.6;2;0;347.2
MX-2019-107839;15/8/2019;21/8/2019;Estándar;AP-10705;Alicia Pizarro;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10000688;Material de oficina;Carpetas;Cardinal Cubierta de carpeta, Reciclado;412;5;0;57
MX-2016-106390;29/10/2016;2/11/2016;Estándar;MC-18865;Miguel Chapa;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-TE-10002629;Tecnología;Teléfonos;Samsung Auriculares, Al por mayor;1954.4;4;0;684
MX-2019-166814;29/1/2019;3/2/2019;Estándar;FO-14725;Felipe Olivera;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SU-10000999;Material de oficina;Suministros;Fiskars Tijeras, Industrial;165.2;1;0;42.8
MX-2019-166814;29/1/2019;3/2/2019;Estándar;FO-14725;Felipe Olivera;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AL-10003416;Material de oficina;Almacenamiento;Fellowes Caja, Azul;918.4;7;0;348.6
MX-2017-158456;8/4/2017;12/4/2017;Estándar;MC-18445;Marcel Corral;Pequeña empresa;Chihuahua;Chihuahua;México;Norte;MAT-ET-10002367;Material de oficina;Etiquetas;Harbour Creations Etiquetas redondas, Rojo;131.4;3;0;46.8
MX-2017-158456;8/4/2017;12/4/2017;Estándar;MC-18445;Marcel Corral;Pequeña empresa;Chihuahua;Chihuahua;México;Norte;MAT-AL-10001194;Material de oficina;Almacenamiento;Rogers Casilleros, Industrial;7070;5;0;2262
MX-2017-125066;19/9/2017;23/9/2017;Rápido;VO-21520;Vera Olmos;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-SU-10004842;Material de oficina;Suministros;Elite Regla, Azul;92;1;0;26.6
MX-2019-163664;2/12/2019;6/12/2019;Estándar;HV-15925;Horacio Valverde;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-EL-10002194;Material de oficina;Electrodomésticos;KitchenAid Batidora, Negro;3276;5;0;622
MX-2019-157924;17/12/2019;20/12/2019;Urgente;FB-14995;Fidel Badillo;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-TE-10004714;Tecnología;Teléfonos;Apple Teléfono de oficina, Al por mayor;1307.4;3;0;470.4
MX-2018-109400;26/4/2018;28/4/2018;Urgente;RV-20635;Rodolfo Villaseñor;Empresa;Chihuahua;Chihuahua;México;Norte;MAT-CA-10001599;Material de oficina;Carpetas;Avery Encuadernadora, Transparente;966;3;0;9.6
MX-2018-109400;26/4/2018;28/4/2018;Urgente;RV-20635;Rodolfo Villaseñor;Empresa;Chihuahua;Chihuahua;México;Norte;MAT-AR-10000390;Material de oficina;Arte;Binney & Smith Bolígrafos, Al por mayor;569.8;7;0;261.8
MX-2018-122504;29/10/2018;5/11/2018;Estándar;EA-14470;Ezequiel Acevedo;Cliente;Chihuahua;Chihuahua;México;Norte;MAT-CA-10002956;Material de oficina;Carpetas;Avery Anillas, Transparente;154.8;6;0;13.2
MX-2018-122504;29/10/2018;5/11/2018;Estándar;EA-14470;Ezequiel Acevedo;Cliente;Chihuahua;Chihuahua;México;Norte;MOB-SI-10000248;Mobiliario;Sillas;Office Star Silla plegable, Ajustable;502.4;1;0.2;0
US-2019-141985;22/8/2019;24/8/2019;Rápido;CO-12490;Carmelo Ortega;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10004756;Mobiliario;Mobiliario;Tenex Tope para puertas, Negro;175.56;1;0.4;-96.64
US-2019-141985;22/8/2019;24/8/2019;Rápido;CO-12490;Carmelo Ortega;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MOB-LI-10001389;Mobiliario;Librerías;Sauder Biblioteca, Blanco;6242.4;3;0.2;312
US-2019-141985;22/8/2019;24/8/2019;Rápido;CO-12490;Carmelo Ortega;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MOB-MO-10003927;Mobiliario;Mobiliario;Advantus Marco, Surtido;3113.04;7;0.4;-675.36
US-2019-141985;22/8/2019;24/8/2019;Rápido;CO-12490;Carmelo Ortega;Empresa;Ciudad Juárez;Chihuahua;México;Norte;MOB-LI-10003773;Mobiliario;Librerías;Sauder Vitrina, Metal;886.08;1;0.2;-210.52
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10003513;Material de oficina;Sobres;Cameo Sobre de hebilla, Plateado;397;5;0;51
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10003386;Material de oficina;Sobres;Kraft Sobres de uso interno, Rojo;1682;5;0;740
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-AC-10002394;Tecnología;Accesorios;Enermax Tarjeta de memoria, Programable;5408.2;7;0;2378.6
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10004692;Material de oficina;Sobres;GlobeWeis Sobres de uso interno, Plateado;669.6;2;0;207.2
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-AR-10001228;Material de oficina;Arte;Binney & Smith Subrayadores, Tamaños variados;131.8;1;0;13
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-CA-10004364;Material de oficina;Carpetas;Ibico Perforador, Económico;406;2;0;105.2
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-TE-10001443;Tecnología;Teléfonos;Cisco Amplificador de señal, Al por mayor;4051.2;4;0;526.4
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SU-10002441;Material de oficina;Suministros;Stiletto Abrecartas, Industrial;600;3;0;144
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-TE-10002006;Tecnología;Teléfonos;Samsung Teléfono inteligente, Tamaño completo;7471.8;9;0;3585.6
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MOB-SI-10000575;Mobiliario;Sillas;Hon Silla plegable, 2;2677.44;6;0.2;200.64
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-MÁ-10003308;Tecnología;Máquinas;StarTech Impresora, Duradero;3417.2;2;0;1366.8
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;MAT-SO-10000258;Material de oficina;Sobres;Ames Cierre adhesivo, 50;249.2;2;0;2.4
MX-2019-166541;2/10/2019;7/10/2019;Estándar;MA-18850;Miguelina Agosto;Cliente;Ciudad Juárez;Chihuahua;México;Norte;TEC-MÁ-10003008;Tecnología;Máquinas;Konica Teléfono, Blanco;1692;3;0;253.8
MX-2018-111038;2/10/2018;7/10/2018;Estándar;NP-19375;Normán Pedrosa;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-PA-10004917;Material de oficina;Papel;Green Bar Material de oficina, Multicolor;664;2;0;92.8
MX-2018-111038;2/10/2018;7/10/2018;Estándar;NP-19375;Normán Pedrosa;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;TEC-MÁ-10002259;Tecnología;Máquinas;Okidata Calculadora, Multicolor;1394.4;4;0;445.6
MX-2019-134740;26/6/2019;28/6/2019;Urgente;EA-13825;Eloy Alcántara;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-AL-10002889;Material de oficina;Almacenamiento;Eldon Archivador móvil, Industrial;2567.4;3;0;0
MX-2019-134740;26/6/2019;28/6/2019;Urgente;EA-13825;Eloy Alcántara;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MOB-SI-10004862;Mobiliario;Sillas;Novimex Taburete, Negro;2160.4;2;0;216
MX-2019-134740;26/6/2019;28/6/2019;Urgente;EA-13825;Eloy Alcántara;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-PA-10004882;Material de oficina;Papel;Xerox Material de oficina, Premium;299.8;1;0;101.8
MX-2017-126522;25/12/2017;31/12/2017;Estándar;VA-21445;Valentina Acuna;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-PA-10000155;Material de oficina;Papel;Enermax Resma, Premium;949;5;0;408
MX-2017-126522;25/12/2017;31/12/2017;Estándar;VA-21445;Valentina Acuna;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-AL-10004135;Material de oficina;Almacenamiento;Tenex Archivador móvil, Tamaño completo;4472;5;0;1475
MX-2018-135916;19/1/2018;19/1/2018;Mismo día;LE-17590;Lupe Escalante;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-EL-10002795;Material de oficina;Electrodomésticos;Breville Horno, Blanco;11193.6;3;0;223.8
MX-2018-135916;19/1/2018;19/1/2018;Mismo día;LE-17590;Lupe Escalante;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MOB-MO-10000750;Mobiliario;Mobiliario;Eldon Marco, Premium;3829;5;0;268
MX-2019-115091;18/8/2019;23/8/2019;Estándar;VM-21625;Víctor Morales;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MOB-MO-10004189;Mobiliario;Mobiliario;Tenex Reloj, Surtido;670.8;2;0;254.8
MX-2019-115091;18/8/2019;23/8/2019;Estándar;VM-21625;Víctor Morales;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MOB-MO-10000971;Mobiliario;Mobiliario;Eldon Tope para puertas, Premium;1626;5;0;601
MX-2019-115091;18/8/2019;23/8/2019;Estándar;VM-21625;Víctor Morales;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;TEC-AC-10004574;Tecnología;Accesorios;Enermax Ratón, Económico;805.8;3;0;362.4
MX-2016-121874;13/9/2016;20/9/2016;Estándar;AA-10615;Alicia Abrego;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;TEC-CO-10000328;Tecnología;Copiadoras;Brother Fotocopiadora, Rojo;1733.1268;1;0.002;725.7268
MX-2019-154655;8/3/2019;13/3/2019;Estándar;CM-12760;Clemencia Mendoza;Empresa;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-SU-10004453;Material de oficina;Suministros;Acme Cúter, Azul;1512;6;0;756
MX-2018-167808;26/6/2018;26/6/2018;Mismo día;AL-11035;Ane Lomeli;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-AL-10003138;Material de oficina;Almacenamiento;Smead Carpetas, Industrial;479.2;4;0;196
MX-2018-167808;26/6/2018;26/6/2018;Mismo día;AL-11035;Ane Lomeli;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-CA-10001920;Material de oficina;Carpetas;Acco Carpeta, Reciclado;206.8;2;0;55.6
MX-2016-168893;26/11/2016;27/11/2016;Urgente;PL-19930;Paula Lara;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MOB-MO-10004728;Mobiliario;Mobiliario;Eldon Bandeja apiladora, Duradero;760.8;4;0;91.2
MX-2016-168893;26/11/2016;27/11/2016;Urgente;PL-19930;Paula Lara;Cliente;Chimaltenango;Chimaltenango;Guatemala;Centro;MAT-AR-10001228;Material de oficina;Arte;Binney & Smith Subrayadores, Tamaños variados;527.2;4;0;52
